series_id,date,value
DEXUSUK,02-26-18,1.3952
DEXUSUK,02-27-18,1.3906
DEXUSUK,02-28-18,1.3794
DEXUSUK,03-01-18,1.3755
DEXUSUK,03-02-18,1.3769
DEXUSUK,03-05-18,1.3856
DEXUSUK,03-06-18,1.3886
DEXUSUK,03-07-18,1.3888
DEXUSUK,03-08-18,1.3824
DEXUSUK,03-09-18,1.3863
DEXUSUK,03-12-18,1.3898
DEXUSUK,03-13-18,1.3987
DEXUSUK,03-14-18,1.3946
DEXUSUK,03-15-18,1.3951
DEXUSUK,03-16-18,1.3919
DEXUSUK,03-19-18,1.4032
DEXUSUK,03-20-18,1.4013
DEXUSUK,03-21-18,1.4064
DEXUSUK,03-22-18,1.4098
DEXUSUK,03-23-18,1.4151
DEXUSUK,03-26-18,1.4236
DEXUSUK,03-27-18,1.4161
DEXUSUK,03-28-18,1.411
DEXUSUK,03-29-18,1.4029
DEXUSUK,03-30-18,1.4027
DEXUSUK,04-02-18,1.4032
DEXUSUK,04-03-18,1.4068
DEXUSUK,04-04-18,1.4076
DEXUSUK,04-05-18,1.3991
DEXUSUK,04-06-18,1.4088
DEXUSUK,04-09-18,1.4136
DEXUSUK,04-10-18,1.4161
DEXUSUK,04-11-18,1.4194
DEXUSUK,04-12-18,1.4244
DEXUSUK,04-13-18,1.4255
DEXUSUK,04-16-18,1.4332
DEXUSUK,04-17-18,1.4301
DEXUSUK,04-18-18,1.4227
DEXUSUK,04-19-18,1.4193
DEXUSUK,04-20-18,1.4033
DEXUSUK,04-23-18,1.3953
DEXUSUK,04-24-18,1.3975
DEXUSUK,04-25-18,1.3941
DEXUSUK,04-26-18,1.3927
DEXUSUK,04-27-18,1.3785
DEXUSUK,04-30-18,1.3751
DEXUSUK,05-01-18,1.3611
DEXUSUK,05-02-18,1.361
DEXUSUK,05-03-18,1.3569
DEXUSUK,05-04-18,1.3535
DEXUSUK,05-07-18,1.3567
DEXUSUK,05-08-18,1.3521
DEXUSUK,05-09-18,1.3567
DEXUSUK,05-10-18,1.3487
DEXUSUK,05-11-18,1.3549
DEXUSUK,05-14-18,1.3595
DEXUSUK,05-15-18,1.3512
DEXUSUK,05-16-18,1.3478
DEXUSUK,05-17-18,1.3507
DEXUSUK,05-18-18,1.3476
DEXUSUK,05-21-18,1.3418
DEXUSUK,05-22-18,1.3445
DEXUSUK,05-23-18,1.3341
DEXUSUK,05-24-18,1.3384
DEXUSUK,05-25-18,1.3321
DEXUSUK,05-28-18,NULL
DEXUSUK,05-29-18,1.3258
DEXUSUK,05-30-18,1.3296
DEXUSUK,05-31-18,1.3289
DEXUSUK,06-01-18,1.3358
DEXUSUK,06-04-18,1.3314
DEXUSUK,06-05-18,1.336
DEXUSUK,06-06-18,1.3429
DEXUSUK,06-07-18,1.3427
DEXUSUK,06-08-18,1.3406
DEXUSUK,06-11-18,1.3386
DEXUSUK,06-12-18,1.3416
DEXUSUK,06-13-18,1.3378
DEXUSUK,06-14-18,1.3333
DEXUSUK,06-15-18,1.3283
DEXUSUK,06-18-18,1.3247
DEXUSUK,06-19-18,1.3172
DEXUSUK,06-20-18,1.3213
DEXUSUK,06-21-18,1.3251
DEXUSUK,06-22-18,1.3258
DEXUSUK,06-25-18,1.3273
DEXUSUK,06-26-18,1.3243
DEXUSUK,06-27-18,1.3139
DEXUSUK,06-28-18,1.3095
DEXUSUK,06-29-18,1.3197
DEXUSUK,07-02-18,1.3133
DEXUSUK,07-03-18,1.3174
DEXUSUK,07-04-18,NULL
DEXUSUK,07-05-18,1.3228
DEXUSUK,07-06-18,1.3262
DEXUSUK,07-09-18,1.3202
DEXUSUK,07-10-18,1.3266
DEXUSUK,07-11-18,1.3241
DEXUSUK,07-12-18,1.3238
DEXUSUK,07-13-18,1.3216
DEXUSUK,07-16-18,1.3236
DEXUSUK,07-17-18,1.3161
DEXUSUK,07-18-18,1.305
DEXUSUK,07-19-18,1.2987
DEXUSUK,07-20-18,1.3114
DEXUSUK,07-23-18,1.3105
DEXUSUK,07-24-18,1.3135
DEXUSUK,07-25-18,1.315
DEXUSUK,07-26-18,1.3119
DEXUSUK,07-27-18,1.3118
DEXUSUK,07-30-18,1.314
DEXUSUK,07-31-18,1.3125
DEXUSUK,08-01-18,1.312
DEXUSUK,08-02-18,1.3035
DEXUSUK,08-03-18,1.3021
DEXUSUK,08-06-18,1.2947
DEXUSUK,08-07-18,1.2957
DEXUSUK,08-08-18,1.288
DEXUSUK,08-09-18,1.287
DEXUSUK,08-10-18,1.2769
DEXUSUK,08-13-18,1.2757
DEXUSUK,08-14-18,1.2738
DEXUSUK,08-15-18,1.2685
DEXUSUK,08-16-18,1.2722
DEXUSUK,08-17-18,1.2735
DEXUSUK,08-20-18,1.2765
DEXUSUK,08-21-18,1.286
DEXUSUK,08-22-18,1.291
DEXUSUK,08-23-18,1.283
DEXUSUK,08-24-18,1.2858
DEXUSUK,08-27-18,1.2891
DEXUSUK,08-28-18,1.2886
DEXUSUK,08-29-18,1.3006
DEXUSUK,08-30-18,1.2997
DEXUSUK,08-31-18,1.2964
DEXUSUK,09-03-18,NULL
DEXUSUK,09-04-18,1.2833
DEXUSUK,09-05-18,1.2903
DEXUSUK,09-06-18,1.2933
DEXUSUK,09-07-18,1.2934
DEXUSUK,09-10-18,1.3026
DEXUSUK,09-11-18,1.3015
DEXUSUK,09-12-18,1.3029
DEXUSUK,09-13-18,1.3104
DEXUSUK,09-14-18,1.3084
DEXUSUK,09-17-18,1.3146
DEXUSUK,09-18-18,1.3158
DEXUSUK,09-19-18,1.3162
DEXUSUK,09-20-18,1.3237
DEXUSUK,09-21-18,1.3067
DEXUSUK,09-24-18,1.3128
DEXUSUK,09-25-18,1.3162
DEXUSUK,09-26-18,1.3182
DEXUSUK,09-27-18,1.3104
DEXUSUK,09-28-18,1.3053
DEXUSUK,10-01-18,1.3032
DEXUSUK,10-02-18,1.2984
DEXUSUK,10-03-18,1.2993
DEXUSUK,10-04-18,1.3014
DEXUSUK,10-05-18,1.3101
DEXUSUK,10-08-18,NULL
DEXUSUK,10-09-18,1.3139
DEXUSUK,10-10-18,1.3206
DEXUSUK,10-11-18,1.3193
DEXUSUK,10-12-18,1.3154
DEXUSUK,10-15-18,1.3168
DEXUSUK,10-16-18,1.321
DEXUSUK,10-17-18,1.3137
DEXUSUK,10-18-18,1.3061
DEXUSUK,10-19-18,1.3045
DEXUSUK,10-22-18,1.2974
DEXUSUK,10-23-18,1.2982
DEXUSUK,10-24-18,1.2898
DEXUSUK,10-25-18,1.2827
DEXUSUK,10-26-18,1.2826
DEXUSUK,10-29-18,1.2807
DEXUSUK,10-30-18,1.2731
DEXUSUK,10-31-18,1.2779
DEXUSUK,11-01-18,1.2974
DEXUSUK,11-02-18,1.2965
DEXUSUK,11-05-18,1.302
DEXUSUK,11-06-18,1.3076
DEXUSUK,11-07-18,1.3144
DEXUSUK,11-08-18,1.3116
DEXUSUK,11-09-18,1.2978
DEXUSUK,11-12-18,NULL
DEXUSUK,11-13-18,1.3031
DEXUSUK,11-14-18,1.3011
DEXUSUK,11-15-18,1.2749
DEXUSUK,11-16-18,1.2839
DEXUSUK,11-19-18,1.2842
DEXUSUK,11-20-18,1.2809
DEXUSUK,11-21-18,1.2776
DEXUSUK,11-22-18,NULL
DEXUSUK,11-23-18,1.2804
DEXUSUK,11-26-18,1.2809
DEXUSUK,11-27-18,1.2729
DEXUSUK,11-28-18,1.2766
DEXUSUK,11-29-18,1.2789
DEXUSUK,11-30-18,1.2772
DEXUSUK,12-03-18,1.2742
DEXUSUK,12-04-18,1.2719
DEXUSUK,12-05-18,NULL
DEXUSUK,12-06-18,1.2777
DEXUSUK,12-07-18,1.2749
DEXUSUK,12-10-18,1.2558
DEXUSUK,12-11-18,1.2524
DEXUSUK,12-12-18,1.2658
DEXUSUK,12-13-18,1.2635
DEXUSUK,12-14-18,1.257
DEXUSUK,12-17-18,1.2606
DEXUSUK,12-18-18,1.2644
DEXUSUK,12-19-18,1.2669
DEXUSUK,12-20-18,1.265
DEXUSUK,12-21-18,1.2681
DEXUSUK,12-24-18,NULL
DEXUSUK,12-25-18,NULL
DEXUSUK,12-26-18,1.2676
DEXUSUK,12-27-18,1.2627
DEXUSUK,12-28-18,1.2699
DEXUSUK,12-31-18,1.2763
DEXUSUK,01-01-19,NULL
DEXUSUK,01-02-19,1.2598
DEXUSUK,01-03-19,1.2633
DEXUSUK,01-04-19,1.274
DEXUSUK,01-07-19,1.2757
DEXUSUK,01-08-19,1.2724
DEXUSUK,01-09-19,1.2764
DEXUSUK,01-10-19,1.2768
DEXUSUK,01-11-19,1.2836
DEXUSUK,01-14-19,NULL
DEXUSUK,01-15-19,1.2761
DEXUSUK,01-16-19,1.2862
DEXUSUK,01-17-19,1.294
DEXUSUK,01-18-19,1.2898
DEXUSUK,01-21-19,NULL
DEXUSUK,01-22-19,1.2955
DEXUSUK,01-23-19,1.3074
DEXUSUK,01-24-19,1.3027
DEXUSUK,01-25-19,1.3176
DEXUSUK,01-28-19,1.3158
DEXUSUK,01-29-19,1.3146
DEXUSUK,01-30-19,1.3062
DEXUSUK,01-31-19,1.3135
DEXUSUK,02-01-19,1.3094
DEXUSUK,02-04-19,1.3068
DEXUSUK,02-05-19,1.2947
DEXUSUK,02-06-19,1.2956
DEXUSUK,02-07-19,1.2966
DEXUSUK,02-08-19,1.2933
DEXUSUK,02-11-19,1.2862
DEXUSUK,02-12-19,1.2887
DEXUSUK,02-13-19,1.2865
DEXUSUK,02-14-19,1.2793
DEXUSUK,02-15-19,1.2857
DEXUSUK,02-18-19,NULL
DEXUSUK,02-19-19,1.3036
DEXUSUK,02-20-19,NULL
DEXUSUK,02-21-19,1.306
DEXUSUK,02-22-19,1.3067
DEXUSUK,02-25-19,1.3059
DEXUSUK,02-26-19,1.3252
DEXUSUK,02-27-19,1.3318
DEXUSUK,02-28-19,1.3274
DEXUSUK,03-01-19,1.3222
DEXUSUK,03-04-19,1.3186
DEXUSUK,03-05-19,1.3141
DEXUSUK,03-06-19,1.3148
DEXUSUK,03-07-19,1.3107
DEXUSUK,03-08-19,1.301
DEXUSUK,03-11-19,1.3095
DEXUSUK,03-12-19,1.3101
DEXUSUK,03-13-19,1.323
DEXUSUK,03-14-19,1.3281
DEXUSUK,03-15-19,1.3278
DEXUSUK,03-18-19,1.3223
DEXUSUK,03-19-19,1.3263
DEXUSUK,03-20-19,1.3191
DEXUSUK,03-21-19,1.3073
DEXUSUK,03-22-19,1.3219
DEXUSUK,03-25-19,1.3203
DEXUSUK,03-26-19,1.3215
DEXUSUK,03-27-19,1.3192
DEXUSUK,03-28-19,1.3088
DEXUSUK,03-29-19,1.3032
DEXUSUK,04-01-19,1.3144
DEXUSUK,04-02-19,1.3035
DEXUSUK,04-03-19,1.3181
DEXUSUK,04-04-19,1.3072
DEXUSUK,04-05-19,1.301
DEXUSUK,04-08-19,1.3048
DEXUSUK,04-09-19,1.3048
DEXUSUK,04-10-19,1.31
DEXUSUK,04-11-19,1.3068
DEXUSUK,04-12-19,1.3086
DEXUSUK,04-15-19,1.3105
DEXUSUK,04-16-19,1.3049
DEXUSUK,04-17-19,1.3036
DEXUSUK,04-18-19,1.3003
DEXUSUK,04-19-19,1.3003
DEXUSUK,04-22-19,1.2983
DEXUSUK,04-23-19,1.2943
DEXUSUK,04-24-19,1.2947
DEXUSUK,04-25-19,1.2901
DEXUSUK,04-26-19,1.293
DEXUSUK,04-29-19,1.2924
DEXUSUK,04-30-19,1.303
DEXUSUK,05-01-19,1.3091
DEXUSUK,05-02-19,1.3032
DEXUSUK,05-03-19,1.3139
DEXUSUK,05-06-19,1.3093
DEXUSUK,05-07-19,1.3052
DEXUSUK,05-08-19,1.3014
DEXUSUK,05-09-19,1.3013
DEXUSUK,05-10-19,1.3036
DEXUSUK,05-13-19,1.2961
DEXUSUK,05-14-19,1.2921
DEXUSUK,05-15-19,1.2878
DEXUSUK,05-16-19,1.2803
DEXUSUK,05-17-19,1.2723
DEXUSUK,05-20-19,1.2718
DEXUSUK,05-21-19,1.2747
DEXUSUK,05-22-19,1.2674
DEXUSUK,05-23-19,1.2666
DEXUSUK,05-24-19,1.27
DEXUSUK,05-27-19,NULL
DEXUSUK,05-28-19,1.2668
DEXUSUK,05-29-19,1.2631
DEXUSUK,05-30-19,1.2619
DEXUSUK,05-31-19,1.262
DEXUSUK,06-03-19,1.2621
DEXUSUK,06-04-19,1.2675
DEXUSUK,06-05-19,1.2706
DEXUSUK,06-06-19,1.2713
DEXUSUK,06-07-19,1.274
DEXUSUK,06-10-19,1.2684
DEXUSUK,06-11-19,1.2724
DEXUSUK,06-12-19,1.2693
DEXUSUK,06-13-19,1.2678
DEXUSUK,06-14-19,1.2601
DEXUSUK,06-17-19,1.2568
DEXUSUK,06-18-19,1.2547
DEXUSUK,06-19-19,1.2625
DEXUSUK,06-20-19,1.27
DEXUSUK,06-21-19,1.2703
DEXUSUK,06-24-19,1.2728
DEXUSUK,06-25-19,1.2721
DEXUSUK,06-26-19,1.2697
DEXUSUK,06-27-19,1.2674
DEXUSUK,06-28-19,1.2704
DEXUSUK,07-01-19,1.2644
DEXUSUK,07-02-19,1.2599
DEXUSUK,07-03-19,1.2568
DEXUSUK,07-04-19,NULL
DEXUSUK,07-05-19,1.2506
DEXUSUK,07-08-19,1.2503
DEXUSUK,07-09-19,1.2463
DEXUSUK,07-10-19,1.2507
DEXUSUK,07-11-19,1.2549
DEXUSUK,07-12-19,1.2553
DEXUSUK,07-15-19,1.2523
DEXUSUK,07-16-19,1.2408
DEXUSUK,07-17-19,1.2438
DEXUSUK,07-18-19,1.2494
DEXUSUK,07-19-19,1.25
DEXUSUK,07-22-19,1.2475
DEXUSUK,07-23-19,1.2449
DEXUSUK,07-24-19,1.2498
DEXUSUK,07-25-19,1.2471
DEXUSUK,07-26-19,1.2387
DEXUSUK,07-29-19,1.2236
DEXUSUK,07-30-19,1.2148
DEXUSUK,07-31-19,1.222
DEXUSUK,08-01-19,1.2145
DEXUSUK,08-02-19,1.2132
DEXUSUK,08-05-19,1.2165
DEXUSUK,08-06-19,1.2149
DEXUSUK,08-07-19,1.2158
DEXUSUK,08-08-19,1.2138
DEXUSUK,08-09-19,1.2085
DEXUSUK,08-12-19,1.207
DEXUSUK,08-13-19,1.2067
DEXUSUK,08-14-19,1.2068
DEXUSUK,08-15-19,1.2112
DEXUSUK,08-16-19,1.2152
DEXUSUK,08-19-19,1.2138
DEXUSUK,08-20-19,1.2153
DEXUSUK,08-21-19,1.2142
DEXUSUK,08-22-19,1.225
DEXUSUK,08-23-19,1.2261
DEXUSUK,08-26-19,1.2232
DEXUSUK,08-27-19,1.2288
DEXUSUK,08-28-19,1.2248
DEXUSUK,08-29-19,1.2197
DEXUSUK,08-30-19,1.2166
DEXUSUK,09-02-19,NULL
DEXUSUK,09-03-19,1.2086
DEXUSUK,09-04-19,1.219
DEXUSUK,09-05-19,1.2337
DEXUSUK,09-06-19,1.2299
DEXUSUK,09-09-19,1.2368
DEXUSUK,09-10-19,1.2355
DEXUSUK,09-11-19,1.2329
DEXUSUK,09-12-19,1.2357
DEXUSUK,09-13-19,1.2462
DEXUSUK,09-16-19,1.2423
DEXUSUK,09-17-19,1.2493
DEXUSUK,09-18-19,1.2478
DEXUSUK,09-19-19,1.2481
DEXUSUK,09-20-19,1.2489
DEXUSUK,09-23-19,1.2428
DEXUSUK,09-24-19,1.2475
DEXUSUK,09-25-19,1.2363
DEXUSUK,09-26-19,1.2343
DEXUSUK,09-27-19,1.2312
DEXUSUK,09-30-19,1.2305
DEXUSUK,10-01-19,1.2242
DEXUSUK,10-02-19,1.2313
DEXUSUK,10-03-19,1.239
DEXUSUK,10-04-19,1.2309
DEXUSUK,10-07-19,1.2322
DEXUSUK,10-08-19,1.2206
DEXUSUK,10-09-19,1.2215
DEXUSUK,10-10-19,1.2382
DEXUSUK,10-11-19,1.2683
DEXUSUK,10-14-19,NULL
DEXUSUK,10-15-19,1.2737
DEXUSUK,10-16-19,1.2854
DEXUSUK,10-17-19,1.2853
DEXUSUK,10-18-19,1.2904
DEXUSUK,10-21-19,1.2983
DEXUSUK,10-22-19,1.2948
DEXUSUK,10-23-19,1.2886
DEXUSUK,10-24-19,1.281
DEXUSUK,10-25-19,1.2833
DEXUSUK,10-28-19,1.286
DEXUSUK,10-29-19,1.2905
DEXUSUK,10-30-19,1.2872
DEXUSUK,10-31-19,1.2939
DEXUSUK,11-01-19,1.295
DEXUSUK,11-04-19,1.2906
DEXUSUK,11-05-19,1.287
DEXUSUK,11-06-19,1.2872
DEXUSUK,11-07-19,1.2829
DEXUSUK,11-08-19,1.279
DEXUSUK,11-11-19,NULL
DEXUSUK,11-12-19,1.2855
DEXUSUK,11-13-19,1.284
DEXUSUK,11-14-19,1.2879
DEXUSUK,11-15-19,1.2901
DEXUSUK,11-18-19,1.2965
DEXUSUK,11-19-19,1.2926
DEXUSUK,11-20-19,1.2918
DEXUSUK,11-21-19,1.2915
DEXUSUK,11-22-19,1.2829
DEXUSUK,11-25-19,1.2885
DEXUSUK,11-26-19,1.285
DEXUSUK,11-27-19,1.2881
DEXUSUK,11-28-19,NULL
DEXUSUK,11-29-19,1.2939
DEXUSUK,12-02-19,1.2936
DEXUSUK,12-03-19,1.3002
DEXUSUK,12-04-19,1.3095
DEXUSUK,12-05-19,1.3165
DEXUSUK,12-06-19,1.3127
DEXUSUK,12-09-19,1.3157
DEXUSUK,12-10-19,1.3178
DEXUSUK,12-11-19,1.3176
DEXUSUK,12-12-19,1.3133
DEXUSUK,12-13-19,1.3349
DEXUSUK,12-16-19,1.333
DEXUSUK,12-17-19,1.3116
DEXUSUK,12-18-19,1.3078
DEXUSUK,12-19-19,1.3034
DEXUSUK,12-20-19,1.3036
DEXUSUK,12-23-19,1.2917
DEXUSUK,12-24-19,1.2955
DEXUSUK,12-25-19,NULL
DEXUSUK,12-26-19,1.3007
DEXUSUK,12-27-19,1.309
DEXUSUK,12-30-19,1.314
DEXUSUK,12-31-19,1.3269
DEXUSUK,01-01-20,NULL
DEXUSUK,01-02-20,1.3128
DEXUSUK,01-03-20,1.3091
DEXUSUK,01-06-20,1.3163
DEXUSUK,01-07-20,1.3127
DEXUSUK,01-08-20,1.311
DEXUSUK,01-09-20,1.3069
DEXUSUK,01-10-20,1.306
DEXUSUK,01-13-20,1.2983
DEXUSUK,01-14-20,1.3018
DEXUSUK,01-15-20,1.303
DEXUSUK,01-16-20,1.3076
DEXUSUK,01-17-20,1.3029
DEXUSUK,01-20-20,NULL
DEXUSUK,01-21-20,1.3047
DEXUSUK,01-22-20,1.3136
DEXUSUK,01-23-20,1.3104
DEXUSUK,01-24-20,1.3071
DEXUSUK,01-27-20,1.3054
DEXUSUK,01-28-20,1.2996
DEXUSUK,01-29-20,1.3012
DEXUSUK,01-30-20,1.3106
DEXUSUK,01-31-20,1.3195
DEXUSUK,02-03-20,1.3006
DEXUSUK,02-04-20,1.3029
DEXUSUK,02-05-20,1.3
DEXUSUK,02-06-20,1.2935
DEXUSUK,02-07-20,1.2908
DEXUSUK,02-10-20,1.2919
DEXUSUK,02-11-20,1.2945
DEXUSUK,02-12-20,1.2978
DEXUSUK,02-13-20,1.3051
DEXUSUK,02-14-20,1.3039
DEXUSUK,02-17-20,NULL
DEXUSUK,02-18-20,1.3017
DEXUSUK,02-19-20,1.2934
DEXUSUK,02-20-20,1.2877
DEXUSUK,02-21-20,1.2966
DEXUSUK,02-24-20,1.2923
DEXUSUK,02-25-20,1.3004
DEXUSUK,02-26-20,1.2921
DEXUSUK,02-27-20,1.2876
DEXUSUK,02-28-20,1.2778
DEXUSUK,03-02-20,1.2791
DEXUSUK,03-03-20,1.2827
DEXUSUK,03-04-20,1.2836
DEXUSUK,03-05-20,1.2939
DEXUSUK,03-06-20,1.301
DEXUSUK,03-09-20,1.31
DEXUSUK,03-10-20,1.2933
DEXUSUK,03-11-20,1.2887
DEXUSUK,03-12-20,1.2541
DEXUSUK,03-13-20,1.2406
DEXUSUK,03-16-20,1.2278
DEXUSUK,03-17-20,1.2017
DEXUSUK,03-18-20,1.176
DEXUSUK,03-19-20,1.1662
DEXUSUK,03-20-20,1.1743
DEXUSUK,03-23-20,1.1492
DEXUSUK,03-24-20,1.1784
DEXUSUK,03-25-20,1.1763
DEXUSUK,03-26-20,1.214
DEXUSUK,03-27-20,1.236
DEXUSUK,03-30-20,1.2392
DEXUSUK,03-31-20,1.2454
DEXUSUK,04-01-20,1.2394
DEXUSUK,04-02-20,1.238
DEXUSUK,04-03-20,1.2228
DEXUSUK,04-06-20,1.2298
DEXUSUK,04-07-20,1.2343
DEXUSUK,04-08-20,1.2394
DEXUSUK,04-09-20,1.2458
DEXUSUK,04-10-20,1.2485
DEXUSUK,04-13-20,1.2518
DEXUSUK,04-14-20,1.2617
DEXUSUK,04-15-20,1.2523
DEXUSUK,04-16-20,1.2433
DEXUSUK,04-17-20,1.2503
DEXUSUK,04-20-20,1.2467
DEXUSUK,04-21-20,1.2266
DEXUSUK,04-22-20,1.2332
DEXUSUK,04-23-20,1.2369
DEXUSUK,04-24-20,1.2335
DEXUSUK,04-27-20,1.2421
DEXUSUK,04-28-20,1.2438
DEXUSUK,04-29-20,1.2429
DEXUSUK,04-30-20,1.2602
DEXUSUK,05-01-20,1.2509
DEXUSUK,05-04-20,1.243
DEXUSUK,05-05-20,1.2449
DEXUSUK,05-06-20,1.2347
DEXUSUK,05-07-20,1.2349
DEXUSUK,05-08-20,1.2436
DEXUSUK,05-11-20,1.233
DEXUSUK,05-12-20,1.2299
DEXUSUK,05-13-20,1.2225
DEXUSUK,05-14-20,1.2194
DEXUSUK,05-15-20,1.2129
DEXUSUK,05-18-20,1.2211
DEXUSUK,05-19-20,1.2255
DEXUSUK,05-20-20,1.2257
DEXUSUK,05-21-20,1.2227
DEXUSUK,05-22-20,1.2178
DEXUSUK,05-25-20,NULL
DEXUSUK,05-26-20,1.2337
DEXUSUK,05-27-20,1.2231
DEXUSUK,05-28-20,1.2325
DEXUSUK,05-29-20,1.232
DEXUSUK,06-01-20,1.2472
DEXUSUK,06-02-20,1.2531
DEXUSUK,06-03-20,1.26
DEXUSUK,06-04-20,1.2608
DEXUSUK,06-05-20,1.2703
DEXUSUK,06-08-20,1.2694
DEXUSUK,06-09-20,1.2736
DEXUSUK,06-10-20,1.2758
DEXUSUK,06-11-20,1.2635
DEXUSUK,06-12-20,1.2527
DEXUSUK,06-15-20,1.2543
DEXUSUK,06-16-20,1.2586
DEXUSUK,06-17-20,1.2526
DEXUSUK,06-18-20,1.243
DEXUSUK,06-19-20,1.2362
DEXUSUK,06-22-20,1.2447
DEXUSUK,06-23-20,1.2531
DEXUSUK,06-24-20,1.2432
DEXUSUK,06-25-20,1.2406
DEXUSUK,06-26-20,1.2337
DEXUSUK,06-29-20,1.2279
DEXUSUK,06-30-20,1.2369
DEXUSUK,07-01-20,1.2474
DEXUSUK,07-02-20,1.2469
DEXUSUK,07-03-20,NULL
DEXUSUK,07-06-20,1.2482
DEXUSUK,07-07-20,1.2572
DEXUSUK,07-08-20,1.2593
DEXUSUK,07-09-20,1.2614
DEXUSUK,07-10-20,1.2654
DEXUSUK,07-13-20,1.2614
DEXUSUK,07-14-20,1.2546
DEXUSUK,07-15-20,1.2586
DEXUSUK,07-16-20,1.2621
DEXUSUK,07-17-20,1.255
DEXUSUK,07-20-20,1.2658
DEXUSUK,07-21-20,1.2736
DEXUSUK,07-22-20,1.2729
DEXUSUK,07-23-20,1.2759
DEXUSUK,07-24-20,1.2791
DEXUSUK,07-27-20,1.2887
DEXUSUK,07-28-20,1.295
DEXUSUK,07-29-20,1.2974
DEXUSUK,07-30-20,1.3035
DEXUSUK,07-31-20,1.3133
DEXUSUK,08-03-20,1.3053
DEXUSUK,08-04-20,1.3059
DEXUSUK,08-05-20,1.3141
DEXUSUK,08-06-20,1.3147
DEXUSUK,08-07-20,1.3043
DEXUSUK,08-10-20,1.3082
DEXUSUK,08-11-20,1.3077
DEXUSUK,08-12-20,1.3047
DEXUSUK,08-13-20,1.3082
DEXUSUK,08-14-20,1.3108
DEXUSUK,08-17-20,1.3105
DEXUSUK,08-18-20,1.3228
DEXUSUK,08-19-20,1.3191
DEXUSUK,08-20-20,1.319
DEXUSUK,08-21-20,1.3098
DEXUSUK,08-24-20,1.3078
DEXUSUK,08-25-20,1.3136
DEXUSUK,08-26-20,1.3186
DEXUSUK,08-27-20,1.3229
DEXUSUK,08-28-20,1.3341
DEXUSUK,08-31-20,1.3375
DEXUSUK,09-01-20,1.3416
DEXUSUK,09-02-20,1.3315
DEXUSUK,09-03-20,1.3263
DEXUSUK,09-04-20,1.323
DEXUSUK,09-07-20,NULL
DEXUSUK,09-08-20,1.3039
DEXUSUK,09-09-20,1.3011
DEXUSUK,09-10-20,1.2846
DEXUSUK,09-11-20,1.2788
DEXUSUK,09-14-20,1.2876
DEXUSUK,09-15-20,1.2866
DEXUSUK,09-16-20,1.298
DEXUSUK,09-17-20,1.2955
DEXUSUK,09-18-20,1.295
DEXUSUK,09-21-20,1.2794
DEXUSUK,09-22-20,1.2726
DEXUSUK,09-23-20,1.275
DEXUSUK,09-24-20,1.2739
DEXUSUK,09-25-20,1.2706
DEXUSUK,09-28-20,1.2865
DEXUSUK,09-29-20,1.2847
DEXUSUK,09-30-20,1.2921
DEXUSUK,10-01-20,1.2901
DEXUSUK,10-02-20,1.2928
DEXUSUK,10-05-20,1.2972
DEXUSUK,10-06-20,1.2945
DEXUSUK,10-07-20,1.2914
DEXUSUK,10-08-20,1.2944
DEXUSUK,10-09-20,1.3003
DEXUSUK,10-12-20,NULL
DEXUSUK,10-13-20,1.2968
DEXUSUK,10-14-20,1.3023
DEXUSUK,10-15-20,1.2917
DEXUSUK,10-16-20,1.2931
DEXUSUK,10-19-20,1.2998
DEXUSUK,10-20-20,1.2951
DEXUSUK,10-21-20,1.3143
DEXUSUK,10-22-20,1.309
DEXUSUK,10-23-20,1.3039
DEXUSUK,10-26-20,1.3021
DEXUSUK,10-27-20,1.3067
DEXUSUK,10-28-20,1.2997
DEXUSUK,10-29-20,1.289
DEXUSUK,10-30-20,1.2933
DEXUSUK,11-02-20,1.2904
DEXUSUK,11-03-20,1.305
DEXUSUK,11-04-20,1.3021
DEXUSUK,11-05-20,1.3116
DEXUSUK,11-06-20,1.3162
DEXUSUK,11-09-20,1.3137
DEXUSUK,11-10-20,1.3234
DEXUSUK,11-11-20,NULL
DEXUSUK,11-12-20,1.3142
DEXUSUK,11-13-20,1.3176
DEXUSUK,11-16-20,1.3197
DEXUSUK,11-17-20,1.3247
DEXUSUK,11-18-20,1.3299
DEXUSUK,11-19-20,1.3225
DEXUSUK,11-20-20,1.3294
DEXUSUK,11-23-20,1.33
DEXUSUK,11-24-20,1.335
DEXUSUK,11-25-20,1.3378
DEXUSUK,11-26-20,NULL
DEXUSUK,11-27-20,NULL
DEXUSUK,11-30-20,1.3338
DEXUSUK,12-01-20,1.3392
DEXUSUK,12-02-20,1.3348
DEXUSUK,12-03-20,1.3496
DEXUSUK,12-04-20,1.3485
DEXUSUK,12-07-20,1.3353
DEXUSUK,12-08-20,1.3358
DEXUSUK,12-09-20,1.3392
DEXUSUK,12-10-20,1.3293
DEXUSUK,12-11-20,1.3197
DEXUSUK,12-14-20,1.3324
DEXUSUK,12-15-20,1.3434
DEXUSUK,12-16-20,1.3503
DEXUSUK,12-17-20,1.3609
DEXUSUK,12-18-20,1.3497
DEXUSUK,12-21-20,1.3354
DEXUSUK,12-22-20,1.3349
DEXUSUK,12-23-20,1.351
DEXUSUK,12-24-20,NULL
DEXUSUK,12-25-20,NULL
DEXUSUK,12-28-20,1.3447
DEXUSUK,12-29-20,1.3512
